plotID;treeID;Species;N;C;CN;N_mass;C_mass;P;NP;CP;K;Mg;Ca;Na;Fe;Al;Mn;Si
UPL12;3365;Celtis Durandii;2.255;35.511;15.75;22550;355110;870.09;25.91685918;408.1301934;7629.41;3444.11;20630.41;312.19;366.57;336.35;114.8;2777.44
UPL12;3366;Uvariopsis Congnesis;2.297;44.848;19.521;22970;448480;2101.07;10.93252486;213.4531453;21653.55;2423.44;5427.14;51.2;210.49;106.19;39.82;1558.74
UPL12;3370;Banquetredendron Oblanceolatum;1.892;45.964;24.295;18920;459640;1098.68;17.2206648;418.3565733;11725.04;695.64;3369.67;25.19;329.41;197.65;29.07;434.05
UPL12;3372;Chryssophylum Albidum;2.693;49.127;18.245;26930;491270;621.54;43.32786305;790.407697;6345.54;662.33;1687.87;77.69;229.19;143.73;54.38;2134.6
UPL12;3373;Aphania Senegalensis;2.029;43.556;21.463;20290;435560;1319.63;15.37552193;330.0622144;9116.01;5987.27;20413.12;422.91;199.71;129.22;127.26;497.31
UPL12;3376;Funtumia Latifolia;1.838;47.823;26.021;18380;478230;934.91;19.65964638;511.5251735;4404.34;1218.93;2051.28;27.61;244.58;153.85;311.64;457.59
UPL12;3377;Banquetredendron Oblanceolatum;1.741;46.444;26.678;17410;464440;941.94;18.48313056;493.067499;9229.41;1627.34;8581.22;72.46;178.2;142.96;45.04;252.62
UPL12;3378;Chryssophylum Albidum;3.153;49.876;15.82;31530;498760;1627.96;19.36779773;306.3711639;11163.97;3029.82;9775.31;105.52;171.46;126.24;88.56;770.64
UPL12;3390;Banquetredendron Oblanceolatum;1.719;46.545;27.081;17190;465450;1088.68;15.78976375;427.5360988;4782.57;1538.62;10752.23;118.51;226.98;190.82;120.52;315.36
UPL12;3393;Tabernaemontana Holistii;2.435;63.452;26.06;24350;634520;1449.66;16.79704207;437.7026337;15681.23;6289.64;11092.6;13.64;101.32;227.97;1046.32;249.4
UPL12;3395;Funtumia Latifolia;2.24;48.18;21.508;22400;481800;2053.37;10.90889611;234.6386672;26540.75;2235.46;8705.51;114.29;114.29;44.55;19.37;627.63
UPL3;3399;Cheatachme Aristata;2.801;38.155;13.62;28010;381550;1365.3;20.51563759;279.4623892;23984.94;3717.43;17035.57;338.85;194.19;112.95;59.45;970.97
UPL3;3413;Harrisonia Abyssinica;1.975;45.772;23.172;19750;457720;1573.73;12.54980206;290.8504;14219.93;1847.68;18080.44;120.46;613.95;254.52;71.89;880.12
UPL3;3425;Ficus Brachypus;2.093;41.909;20.021;20930;419090;1254;16.69059011;334.2025518;7938.16;1349.43;10207.57;62.99;536.34;229.04;72.53;313.02
UPL3;3429;Banquetredendron Oblanceolatum;2.077;46.046;22.172;20770;460460;1381.37;15.03579779;333.3357464;17053.53;1950.84;9929.3;38.48;240.49;155.84;515.61;871.53
UPL7;3488;Diospyros Abyssinica;2.641;47.582;18.019;26410;475820;1341.31;19.68970633;354.7427515;15662.32;1194.23;13311.11;178.45;458.87;309.83;119.62;1466.81
UPL7;3489;Pterygota Mildbraedii;2.464;47.315;19.202;24640;473150;1188.5;20.73201515;398.1068574;12190.94;2123.72;16635.17;101.32;216.27;146.13;245.49;535.8
UPL7;3490;Teclea Nobilis;2.014;40.575;20.143;20140;405750;1039.77;19.36966829;390.2305318;11452.96;3103.78;26339.48;100.87;219.2;180.41;102.81;1119.3
UPL7;3491;Diospyros Abyssinica;2.976;48.274;16.22;29760;482740;1228.19;24.23077863;393.0499353;5056.68;934.45;1462.79;11.83;185.31;134.06;238.54;818.14
UPL7;3493;Diospyros Abyssinica;2.19;49.032;22.389;21900;490320;1077.41;20.32652379;455.0913765;11126.65;4561.75;23265.71;189.09;155.6;128.03;466.81;490.45
UPL7;3497;Cheatachme Aristata;2.205;56.794;25.752;22050;567940;1092.68;20.17974155;519.7679101;15705.37;2675.12;5912.2;44.88;146.34;107.32;130.73;495.61
UPL7;3501;Diospyros Abyssinica;2.978;47.818;16.057;29780;478180;1599.76;18.61529229;298.9073361;12891.84;2710.82;10721.59;89.76;229.39;145.61;999.35;552.54
UPL7;3502;Strombosia Scheffleri;3.128;43.448;13.89;31280;434480;2361.71;13.24464054;183.9683958;20810.1;4884.45;13031.16;101.39;268.38;107.35;495.01;272.35
UPL7;3503;Diospyros Abyssinica;2.674;47.466;17.75;26740;474660;1018.53;26.25352223;466.0245648;17519.49;3575.98;7368.63;93.15;417.13;356.38;277.41;573.05
UPL7;3522;Chryssophylum Albidum;2.841;45.955;16.175;28410;459550;1071.69;26.50953167;428.808704;6770.06;2210.25;6211;22.29;139.3;76.15;365.9;579.49
UPL7;3550;Uvariopsis Congnesis;3.528;43.825;12.422;35280;438250;1552.99;22.71746759;282.1975673;20080.36;3320.94;9410.35;66.3;182.82;68.31;385.74;1557.01
UPL7;3551;Monodora Angolensis;3.204;44.532;13.899;32040;445320;3143.93;10.19106659;141.644375;26600.67;3741.83;14137.79;79.19;164.32;108.89;122.75;465.25
UPL7;3552;Drypetes Ugendensis;2.591;41.645;16.075;25910;416450;2072.69;12.50066339;200.9224727;20888.15;2808.61;5191.79;44.36;211.7;54.44;66.54;1399.26
UPL8;3588;Diospyros Abyssinica;2.862;47.186;16.489;28620;471860;1229.03;23.28665696;383.9287894;14473.27;4024.58;13661.72;64.38;224.35;107.3;981.27;468.2
UPL8;3589;Teclea Nobilis;2.602;41.962;16.129;26020;419620;1023.52;25.42207285;409.9773331;10785.27;2977.89;6910.79;70.52;223.64;193.42;112.83;481.54
UPL8;3597;Uvariopsis Congnesis;3.671;43.213;11.772;36710;432130;1238.58;29.63877989;348.8914725;17707.45;2832.72;7023.2;76.19;214.9;156.29;132.84;695.48
UPL8;3605;Pterygota Mildbraedii;2.773;45.821;16.522;27730;458210;1483.57;18.6913998;308.8563398;15925.72;2240.5;17261.95;125.15;129.18;94.87;756.93;322.96
UPL8;3606;Teclea Nobilis;2.825;42.262;14.96;28250;422620;1129.04;25.021257;374.3180047;13811.52;2254.03;21674.34;58.68;196.27;129.5;596.89;1244.37
UPL8;3611;Tabernaemontana Holistii;2.595;62.347;24.029;25950;623470;1481.2;17.51957872;420.9222252;12099;2657.33;7991.17;234.08;249.42;151.57;141.98;894.09
UPL8;3613;Uvariopsis Congnesis;3.182;42.321;13.299;31820;423210;1447.27;21.98622234;292.4195209;16375.15;4248.51;11745.77;55.22;129.49;59.03;89.5;1725.3
UPL8;3614;Monodora Angolensis;2.695;41.138;15.263;26950;411380;1033.13;26.08577817;398.1880305;7106.45;888.06;2938.64;11.76;129.39;86.26;562.63;511.66
UPL8;3640;Chryssophylum Albidum;3.127;48.781;15.6;31270;487810;948.53;32.96680126;514.2799911;4785.92;1641.1;4450.93;18.82;259.72;184.44;715.16;784.79
UPL8;3642;Uvariopsis Congnesis;3.689;43.726;11.853;36890;437260;1164.86;31.66904177;375.3755816;11455.11;2403.25;10537.93;48.37;141.25;106.42;654.02;239.94
