plotID_x,treeID,Species,N,C,CN,N_mass,C_mass,P,NP,CP,K,Mg,Ca,Na,Fe,Al,Mn,Si,forest,plotID_y,meanWD,predHeight18,predHeight20,DBH18,DBH20,TreeBA,BA per Ha,name
NPL4,2478,Cleistanthus Polystachyus,2.4,48.935,20.387,24000,489350,1112.47,21.57361547,439.8770304,5262.18,1671.65,3137.29,31.39,382.6,323.74,627.85,612.15,Nyungwe,NPL4,0.6518,16.15711513,15.72321228,31.2,31.4,0.077437298,0.483983115,Cleistanthus Polystachyus
NPL4,2479,Syzygium Guineense,2.028,48.17,23.751,20280,481700,1064.39,19.0531666,452.5596821,9245.89,1971.9,5657.55,25.82,375.32,383.26,393.19,417.02,Nyungwe,NPL4,0.6097,18.51601798,18.12686262,42.0,42.0,0.13854456,0.8659035,Syzygium Guineense
NPL4,2480,Pentadesma Reindersii,1.79,49.136,27.457,17900,491360,815.46,21.95080078,602.5556128,6231.01,2539.23,3316.34,24.22,617.65,563.15,316.9,532.88,Nyungwe,NPL4,0.6828,15.32236375,16.92478926,28.1,36.3,0.103491373,0.646821079,Pentadesma Reindersii
NPL4,2483,Syzygium Guineense,1.664,49.843,29.962,16640,498430,673.05,24.72327465,740.5541936,4187.41,1575.82,4120.91,20.15,298.24,330.48,372.8,405.04,Nyungwe,NPL4,0.6097,22.3227238,22.24693622,70.6,71.7,0.403765501,2.523534379,Syzygium Guineense
NPL4,2486,Cleistanthus Polystachyus,2.11,48.659,23.06,21100,486590,963.01,21.91046822,505.280319,4573.32,1079.97,1261.27,21.44,226.13,159.85,116.96,549.73,Nyungwe,NPL4,0.6518,14.58303567,14.17114984,25.6,26.0,0.05309304,0.3318315,Cleistanthus Polystachyus
NPL4,2496,Pentadesma Reindersii,1.789,48.305,27.007,17890,483050,662.4,27.00785024,729.2421498,5803.48,1400.84,3484.09,26.02,238.14,196.12,324.19,288.17,Nyungwe,NPL4,0.6828,17.7277607,17.30334462,38.0,38.0,0.11341176,0.7088235,Pentadesma Reindersii
NPL4,2497,Melchiora Schliebenii ,-9999.0,-9999.0,-9999.0,-99990000,-99990000,3587.78,-27869.60182,-27869.60182,6434.0,1922.65,5229.68,54.21,245.9,935.19,358.2,445.33,Nyungwe,NPL4,0.6211,19.22255681,18.86716176,46.0,46.0,0.16619064,1.0386915,Melchiora Schliebenii 
NPL4,2505,Syzygium Guineense,1.433,42.835,29.901,14330,428350,839.62,17.06724471,510.171268,4278.07,1649.26,3768.3,17.99,257.88,201.91,247.89,391.82,Nyungwe,NPL4,0.6097,19.59641429,19.32567542,48.3,48.7,0.186272533,1.164203329,Syzygium Guineense
NPL4,2523,Melchiora Schliebenii ,1.709,49.44,28.926,17090,494400,1891.51,9.035109516,261.3784754,4817.61,3267.68,5084.16,37.51,298.14,841.11,639.72,426.48,Nyungwe,NPL4,0.6211,20.29595642,20.15616461,53.0,54.1,0.229871657,1.436697859,Melchiora Schliebenii 
NPL4,2535,Carapa Grandiflora,1.903,49.151,25.829,19030,491510,1924.5,9.888282671,255.3962068,15713.17,2084.06,4489.2,19.46,324.97,272.43,50.59,414.48,Nyungwe,NPL4,0.5524,17.79001707,17.36829193,38.3,38.3,0.115209541,0.720059629,Carapa Grandiflora
NPL4,2537,Carapa Grandiflora,1.93,49.199,25.488,19300,491990,1107.79,17.42207458,444.1184701,9025.7,1595.94,2454.67,15.94,97.63,59.77,71.73,749.15,Nyungwe,NPL4,0.5524,19.25595685,18.90220724,46.2,46.2,0.167638918,1.047743235,Carapa Grandiflora
NPL5,2547,Cleistanthus Polystachyus,1.794,47.362,26.401,17940,473620,958.73,18.71225475,494.0076977,11651.91,1812.03,6434.61,59.67,190.95,97.46,49.73,192.94,Nyungwe,NPL5,0.6518,12.81453419,12.6820038,20.4,21.6,0.036643622,0.22902264,Cleistanthus Polystachyus
NPL5,2548,Pentadesma Reindersii,1.557,50.055,32.151,15570,500550,675.2,23.05983412,741.3359005,6257.28,1980.99,3766.01,31.04,195.96,908.03,413.27,343.42,Nyungwe,NPL5,0.6828,17.62279772,17.1938817,37.5,37.5,0.110446875,0.690292969,Pentadesma Reindersii
NPL5,2550,Syzygium Guineense,1.876,124.098,66.147,18760,1240980,820.17,22.87330675,1513.076557,4785.34,2170.92,5565.01,40.5,220.74,251.11,419.2,425.27,Nyungwe,NPL5,0.6097,18.05372299,17.76735435,39.6,40.2,0.126923782,0.793273635,Syzygium Guineense
NPL5,2574,Melchiora Schliebenii ,1.808,45.36,25.085,18080,453600,793.43,22.78713938,571.6950456,7286.29,2319.83,2382.17,11.33,192.69,102.01,612.07,207.8,Nyungwe,NPL5,0.6296,18.03378099,17.66434669,39.5,39.7,0.123786109,0.773663179,Melchiora Schliebenii 
NPL5,2605,Cleistanthus Polystachyus,1.895,49.145,25.941,18950,491450,963.92,19.65930783,509.8452154,3540.6,6646.78,14889.53,83.9,363.57,242.38,637.64,374.76,Nyungwe,NPL5,0.6518,12.70140697,12.46021926,20.1,21.0,0.03463614,0.216475875,Cleistanthus Polystachyus
NPL5,2606,Melchiora Schliebenii ,1.721,50.342,29.244,17210,503420,666.11,25.83657354,755.7610605,5410.95,1752.21,4010.35,23.44,279.34,808.71,314.5,347.71,Nyungwe,NPL5,0.6296,21.37608378,21.32671326,61.5,63.1,0.312715649,1.954472809,Melchiora Schliebenii 
NPL5,2607,Cleistanthus Polystachyus,1.882,48.696,25.872,18820,486960,886.77,21.22309054,549.1390101,6466.75,3873.18,15847.44,116.33,293.68,175.45,1634.33,396.66,Nyungwe,NPL5,0.6518,10.54542598,9.934799457,15.0,15.0,0.0176715,0.110446875,Cleistanthus Polystachyus
NPL5,2610,Cleistanthus Polystachyus,1.835,48.296,26.326,18350,482960,793.49,23.12568526,608.6529131,3117.41,1004.05,2162.11,13.65,270.99,194.96,280.74,434.76,Nyungwe,NPL5,0.6518,14.23669098,14.01312604,24.5,25.5,0.051070635,0.319191469,Cleistanthus Polystachyus
NPL5,2646,Pentadesma Reindersii,1.718,45.478,26.477,17180,454780,813.77,21.1116163,558.8556963,6861.09,1541.69,3273.76,14.93,160.52,95.19,87.72,621.53,Nyungwe,NPL5,0.6828,11.2294426,11.88354224,16.5,19.5,0.029864835,0.186655219,Pentadesma Reindersii
NPL5,2648,Cleistanthus Polystachyus,1.594,48.642,30.514,15940,486420,750.34,21.24370285,648.2661194,6449.43,2873.72,6404.95,23.21,146.97,177.92,450.59,469.93,Nyungwe,NPL5,0.6518,10.63932536,10.26204254,15.2,15.7,0.019359325,0.120995779,Cleistanthus Polystachyus
NPL5,2650,Syzygium Guineense,1.472,48.103,32.682,14720,481030,1055.75,13.94269477,455.6287,11690.18,2443.02,6038.48,27.63,264.43,252.59,45.39,416.38,Nyungwe,NPL5,0.6097,11.44752442,10.93187295,17.0,17.2,0.023235274,0.14522046,Syzygium Guineense
NPL2,2662,Sericanthe Leonardii,-9999.0,-9999.0,-9999.0,-99990000,-99990000,1005.85,-99408.46051,-99408.46051,10294.73,372.61,16038.69,91.63,258.59,205.65,46.83,2343.6,Nyungwe,NPL2,0.6066,11.82841744,11.23071983,17.9,17.9,0.025165001,0.157281259,Sericanthe Leordii
NPL2,2673,Syzygium Guineense,1.971,48.063,24.387,19710,480630,666.57,29.56928755,721.0495522,7312.4,2406.39,3656.2,13.89,142.84,1253.78,468.18,142.84,Nyungwe,NPL2,0.6097,17.89259708,17.62274824,38.8,39.5,0.122542035,0.765887719,Syzygium Guineense
NPL2,2685,Cleistanthus Polystachyus,1.996,48.924,24.508,19960,489240,1224.41,16.301729,399.5720388,5812.44,2848.3,4404.27,17.98,187.76,141.82,93.88,457.41,Nyungwe,NPL2,0.6518,16.23354148,15.74953472,31.5,31.5,0.077931315,0.487070719,Cleistanthus Polystachyus
NPL2,2687,Cleistanthus Polystachyus,0.017,0.023,1.375,170,230,957.24,0.177593916,0.240274121,5168.68,1013.54,1916.41,13.59,126.21,75.72,126.21,574.73,Nyungwe,NPL2,0.6518,17.29858966,16.85606908,36.0,36.0,0.10178784,0.636174,Cleistanthus Polystachyus
NPL2,2715,Cleistanthus Polystachyus,4.279,101.356,23.685,42790,1013560,1001.74,42.71567473,1011.799469,5349.06,1028.81,2338.04,15.47,284.28,175.98,168.25,754.21,Nyungwe,NPL2,0.6518,17.40824588,17.34670312,36.5,38.2,0.11460871,0.716304435,Cleistanthus Polystachyus
NPL2,2727,Syzygium Guineense,1.572,47.521,30.224,15720,475210,810.13,19.40429314,586.5848691,5681.01,2418.23,6683.54,26.33,157.97,141.77,390.89,228.86,Nyungwe,NPL2,0.6097,16.8432591,16.3823936,34.0,34.0,0.09079224,0.5674515,Syzygium Guineense
NPL3,2733,Cleistanthus Polystachyus,2.211,48.013,21.714,22110,480130,1016.07,21.76031179,472.536341,5542.18,1509.36,4386.58,21.62,224.05,145.43,514.91,790.06,Nyungwe,NPL3,0.6518,8.292115516,9.400243832,10.7,13.9,0.015174713,0.094841959,Cleistanthus Polystachyus
NPL3,2734,Cleistanthus Polystachyus,-9999.0,-9999.0,-9999.0,-99990000,-99990000,880.8,-113521.7984,-113521.7984,4752.51,1755.86,4471.04,17.23,237.43,164.67,618.48,2217.33,Nyungwe,NPL3,0.6518,17.00574712,16.7867554,34.7,35.7,0.100098445,0.625615279,Cleistanthus Polystachyus
NPL3,2741,Parinari Excelsa,1.925,46.94,24.388,19250,469400,1409.03,13.66188087,333.1369808,13626.71,2009.39,3928.94,30.63,204.21,181.74,30.63,1055.75,Nyungwe,NPL3,0.7019,23.27590235,23.21424735,82.0,82.8,0.538457674,3.36536046,Pariri Excelsa
NPL3,2746,Cleistanthus Polystachyus,2.034,48.213,23.7,20340,482130,914.25,22.24774405,527.3502871,3548.5,1519.06,3237.05,14.07,158.74,86.4,430.0,1079.02,Nyungwe,NPL3,0.6518,8.465645526,8.082927164,11.0,11.4,0.010207058,0.063794115,Cleistanthus Polystachyus
NPL3,2762,Cleistanthus Polystachyus,2.035,49.323,24.242,20350,493230,1228.03,16.5712564,401.6432823,10761.08,3282.0,7253.28,43.58,130.73,69.32,136.67,305.03,Nyungwe,NPL3,0.6518,12.92632621,12.34746791,20.7,20.7,0.033653605,0.210335029,Cleistanthus Polystachyus
NPL3,2769,Diospyros Gabunensis,2.431,49.147,20.219,24310,491470,795.71,30.55133152,617.6496462,11231.27,1984.32,3268.18,11.91,148.82,674.67,416.71,299.63,Nyungwe,NPL3,0.634,18.13293248,18.00895217,40.0,41.4,0.134614418,0.841340115,Diospyros Gabunensis
NPL3,2771,Diospyros Gabunensis,2.939,49.959,16.998,29390,499590,919.26,31.97136827,543.4697474,8714.94,2203.82,4339.4,10.04,281.0,539.92,477.7,511.82,Nyungwe,NPL3,0.634,12.2747551,12.15671799,19.0,20.2,0.032047462,0.200296635,Diospyros Gabunensis
NPL3,2789,Diospyros Gabunensis,2.568,49.661,19.338,25680,496610,766.15,33.51824055,648.1889969,7109.91,2314.48,3174.89,12.03,314.88,643.8,589.65,437.22,Nyungwe,NPL3,0.634,13.10974754,12.79107983,21.2,21.9,0.037668569,0.235428559,Diospyros Gabunensis
NPL9,2797,Strombosia Scheffleri,3.827,48.742,12.736,38270,487420,1577.51,24.25975113,308.9806087,7008.76,922.36,1391.46,15.83,292.94,120.74,120.74,294.92,Nyungwe,NPL9,0.584,16.8900367,16.43101436,34.2,34.2,0.091863526,0.574147035,Strombosia Scheffleri
NPL9,2805,Cleistanthus Polystachyus,2.143,48.792,22.771,21430,487920,816.16,26.25710645,597.8239561,9033.12,2532.55,5528.56,82.03,1008.92,282.99,100.48,467.55,Nyungwe,NPL9,0.6518,10.63932536,10.07623816,15.2,15.3,0.018385429,0.114908929,Cleistanthus Polystachyus
NPL9,2806,Cleistanthus Polystachyus,2.128,48.947,23.001,21280,489470,1090.76,19.50933294,448.7421614,6791.4,1017.12,2679.14,13.93,264.73,177.15,398.09,2233.28,Nyungwe,NPL9,0.6518,13.2896428,12.97025394,21.7,22.4,0.03940823,0.24630144,Cleistanthus Polystachyus
NPL9,2807,Parinari Excelsa,1.727,45.225,26.192,17270,452250,1895.83,9.109466566,238.54987,23213.84,1407.75,14892.35,64.54,219.84,292.44,38.32,296.48,Nyungwe,NPL9,0.7019,23.21608449,23.26059936,81.2,83.4,0.546289682,3.414310515,Pariri Excelsa
NPL9,2808,Cleistanthus Polystachyus,1.916,48.242,25.185,19160,482420,878.0,21.82232346,549.453303,5873.59,852.52,1520.82,13.72,246.94,164.63,233.22,613.42,Nyungwe,NPL9,0.6518,13.18212263,13.21575115,21.4,23.1,0.041909729,0.261935809,Cleistanthus Polystachyus
NPL9,2855,Strombosia Scheffleri,3.392,48.775,14.379,33920,487750,1425.79,23.79031975,342.0910513,6658.24,999.81,1966.54,15.56,324.84,173.12,229.53,258.7,Nyungwe,NPL9,0.584,13.39593246,12.82717458,22.0,22.0,0.03801336,0.2375835,Strombosia Scheffleri
NPL9,2859,Strombosia Scheffleri,3.622,46.732,12.903,36220,467320,1073.97,33.72533683,435.1331974,8129.26,1950.56,4185.57,19.35,238.01,189.64,149.0,1139.76,Nyungwe,NPL9,0.584,15.43492153,14.92314586,28.5,28.5,0.063794115,0.398713219,Strombosia Scheffleri
NPL6,2882,Diospyros Gabunensis,2.319,49.723,21.444,23190,497230,878.11,26.40899204,566.250242,6621.89,3141.54,5649.56,14.03,392.94,501.2,928.23,435.04,Nyungwe,NPL6,0.5899,14.13983694,13.62272414,24.2,24.3,0.046377085,0.289856779,Diospyros Gabunensis
NPL6,2883,Diospyros Gabunensis,2.139,49.565,23.168,21390,495650,810.86,26.37939965,611.2645833,6205.47,2670.73,4434.17,11.81,171.23,513.68,513.68,352.29,Nyungwe,NPL6,0.5899,14.13983694,14.86521623,24.2,28.3,0.062901901,0.393136879,Diospyros Gabunensis
NPL6,2884,Strombosia Scheffleri,3.333,48.644,14.594,33330,486440,1322.41,25.20398364,367.8435584,8983.81,1369.22,3526.43,23.41,204.8,152.14,358.88,243.81,Nyungwe,NPL6,0.584,17.00574712,16.55132507,34.7,34.7,0.094569229,0.591057679,Strombosia Scheffleri
NPL6,2887,Syzygium Guineense,1.848,47.107,25.497,18480,471070,791.32,23.35338422,595.2964667,10054.71,1250.49,4765.53,19.54,220.79,228.6,103.56,429.86,Nyungwe,NPL6,0.6097,23.42127935,24.32138066,84.0,89.5,0.629125035,3.932031469,Syzygium Guineense
NPL6,2890,Strombosia Scheffleri,3.169,48.707,15.37,31690,487070,1406.31,22.53414965,346.3461115,8276.2,1232.96,1996.49,15.58,381.77,225.94,144.14,292.17,Nyungwe,NPL6,0.584,12.81453419,12.23344767,20.4,20.4,0.032685206,0.20428254,Strombosia Scheffleri
NPL6,2900,Strombosia Scheffleri,3.534,47.99,13.58,35340,479900,1891.08,18.68773399,253.7703323,9443.74,1619.26,3219.1,17.47,192.21,133.97,258.23,217.45,Nyungwe,NPL6,0.584,17.64391174,17.21589719,37.6,37.6,0.11103671,0.69397944,Strombosia Scheffleri
NPL6,2907,Diospyros Gabunensis,2.01,51.109,25.433,20100,511090,1255.52,16.00930292,407.0743596,13774.63,2011.49,5174.03,17.09,112.07,58.88,18.99,360.89,Nyungwe,NPL6,0.5899,16.60503056,16.13492716,33.0,33.0,0.08553006,0.534562875,Diospyros Gabunensis
NPL6,2915,Cleistanthus Polystachyus,1.835,47.594,25.932,18350,475940,997.98,18.38714203,476.9033448,5193.55,1518.15,5532.26,22.18,266.13,183.47,530.24,989.92,Nyungwe,NPL6,0.6518,15.43492153,15.17929308,28.5,29.4,0.067886834,0.424292715,Cleistanthus Polystachyus
NPL6,2924,Syzygium Guineense,1.613,48.419,30.018,16130,484190,560.04,28.80151418,864.5632455,4125.91,2725.8,5128.51,21.54,242.82,209.53,749.99,342.68,Nyungwe,NPL6,0.6097,17.29858966,17.53886366,36.0,39.1,0.120072737,0.750454609,Syzygium Guineense
NPL6,2925,Cleistanthus Polystachyus,2.36,48.059,20.365,23600,480590,923.41,25.55744469,520.4513705,7726.15,3596.55,11360.35,91.15,295.25,215.99,57.47,317.05,Nyungwe,NPL6,0.6518,17.07434015,16.62267259,35.0,35.0,0.0962115,0.601321875,Cleistanthus Polystachyus
NPL6,2940,Cleistanthus Polystachyus,2.26,47.536,21.036,22600,475360,1077.78,20.96902893,441.0547607,8511.75,1882.24,3861.4,17.45,271.38,189.97,531.14,608.67,Nyungwe,NPL6,0.6518,19.22255681,18.8847068,46.0,46.1,0.166913993,1.043212459,Cleistanthus Polystachyus
UPL1,2952,Chryssophylum Albidum,2.325,49.224,21.168,23250,492240,1271.32,18.28807853,387.1881194,9849.86,1733.03,7386.47,53.79,141.7,89.22,46.57,164.65,Kibale,UPL1,0.6023,19.13828877,19.04062419,45.5,47.0,0.17349486,1.084342875,Chrysophyllum  Albidum
UPL1,2955,Rauwolfia Vomitoria,2.141,60.377,28.196,21410,603770,2082.57,10.2805668,289.9158252,29461.15,2606.17,18601.45,155.5,320.85,236.21,104.33,456.67,Kibale,UPL1,0.4863,20.89458544,20.78442258,57.5,58.7,0.270624493,1.691403079,Rauvolfia Vomitoria
UPL1,2963,Aphania Senegalensis,2.325,45.986,19.777,23250,459860,801.0,29.02621723,574.1073658,9551.94,2487.11,3898.87,16.02,270.34,206.26,490.61,274.34,Kibale,UPL1,0.518,9.133336642,10.26204254,12.2,15.7,0.019359325,0.120995779,Aphania Senegalensis
UPL1,2964,Banquetredendron Oblanceolatum,1.97,45.332,23.009,19700,453320,1026.05,19.19984406,441.8108279,12829.62,2772.73,9973.05,83.84,291.45,205.61,89.83,544.96,Kibale,UPL1,0.518,11.86984612,12.19515502,18.0,20.3,0.032365549,0.202284679,Bequaetiodendron Oblanceolatum
UPL1,2965,Banquetredendron Oblanceolatum,2.365,50.107,21.184,23650,501070,862.56,27.41838249,580.9103135,9146.28,3047.45,6643.09,56.98,473.52,182.73,82.52,540.33,Kibale,UPL1,0.518,8.174885438,8.994895008,10.5,13.1,0.013478249,0.084239059,Bequaetiodendron Oblanceolatum
UPL1,2973,Celtis Durandii,2.507,36.65,14.618,25070,366500,1119.71,22.38972591,327.3168946,11432.74,2593.84,6819.53,58.42,83.73,54.53,210.31,525.78,Kibale,UPL1,0.45,19.3222374,19.19304236,46.6,47.9,0.180202961,1.126268509,Celtis Durandii
UPL1,2991,Uvariopsis Congnesis,3.033,42.271,13.938,30330,422710,1177.88,25.74965192,358.8735695,15246.72,1518.11,17401.51,139.28,389.97,242.74,73.62,2306.01,Kibale,UPL1,0.518,14.3958064,14.86521623,25.0,28.3,0.062901901,0.393136879,Uvariopsis Congensis
UPL1,3003,Aphania Senegalensis,2.426,45.017,18.557,24260,450170,3011.28,8.056374698,149.4945671,17978.62,4755.49,18356.76,372.2,326.67,194.02,49.5,437.54,Kibale,UPL1,0.518,11.70307508,11.60293928,17.6,18.8,0.027759178,0.17349486,Aphania Senegalensis
UPL1,3007,Uvariopsis Congnesis,3.505,44.29,12.636,35050,442900,1756.78,19.95127449,252.1089721,20446.41,1860.69,7673.66,65.42,280.93,71.19,32.71,1193.0,Kibale,UPL1,0.518,10.06266529,10.71317537,14.0,16.7,0.021904021,0.136900129,Uvariopsis Congensis
UPL1,3008,Celtis Durandii,3.497,42.586,12.177,34970,425860,3202.76,10.91870761,132.9665663,25555.02,3344.51,9529.74,65.13,273.92,130.26,88.11,1082.27,Kibale,UPL1,0.45,10.45066057,10.9750821,14.8,17.3,0.023506237,0.146913979,Celtis Durandii
UPL1,3010,Celtis Durandii,-9999.0,-9999.0,-9999.0,-99990000,-99990000,2305.82,-43364.18281,-43364.18281,20419.24,2481.75,10452.93,93.58,574.58,155.34,69.25,802.92,Kibale,UPL1,0.45,13.00012498,13.3533174,20.9,23.5,0.043373715,0.271085719,Celtis Durandii
UPL1,3011,Celtis Durandii,3.877,42.704,11.016,38770,427040,2235.27,17.34466082,191.0462718,24488.38,1333.65,5766.61,45.08,227.28,84.53,35.69,948.58,Kibale,UPL1,0.45,8.804638542,10.12298444,11.6,15.4,0.018626546,0.116415915,Celtis Durandii
UPL1,3012,Markhamia Platycalyx,3.051,46.125,15.117,30510,461250,2519.69,12.10863241,183.0582334,19367.14,1686.31,9961.36,62.6,170.2,117.38,31.3,473.42,Kibale,UPL1,0.5,10.63932536,11.60293928,15.2,18.8,0.027759178,0.17349486,Markhamia Platycalyx
UPL2,3022,Celtis Durandii,1.552,44.625,28.745,15520,446250,825.12,18.8093853,540.8304247,4905.88,1660.0,20118.99,550.08,212.62,144.35,152.15,1068.96,Kibale,UPL2,0.45,21.76286781,21.7651758,65.0,67.0,0.35256606,2.203537875,Celtis Durandii
UPL2,3036,Uvariopsis Congnesis,3.646,43.898,12.04,36460,438980,1512.25,24.10977021,290.2826914,20128.64,2344.97,9409.34,102.13,212.11,161.04,68.74,1343.35,Kibale,UPL2,0.534,10.82457835,11.31458081,15.6,18.1,0.025730489,0.160815559,Uvariopsis Congensis
UPL2,3043,Dasylepis Eggelingii,2.259,42.24,18.696,22590,422400,1107.26,20.40171233,381.4822174,15788.42,4335.98,14065.81,140.54,193.72,155.74,491.9,1889.75,Kibale,UPL2,0.64,8.522882473,9.934799457,11.1,15.0,0.0176715,0.110446875,Dasylepis Eggelingii
UPL2,3062,Aphania Senegalensis,2.228,45.818,20.569,22280,458180,2252.22,9.89246166,203.4348332,12654.19,1946.8,3704.43,39.41,1131.03,285.71,147.78,384.24,Kibale,UPL2,0.534,19.46888187,19.37473716,47.5,49.0,0.18857454,1.178590875,Aphania Senegalensis
UPL2,3088,Celtis Durandii,3.223,52.674,16.342,32230,526740,996.08,32.35683881,528.8129468,15149.02,2984.31,4666.67,56.86,221.57,188.24,313.73,566.67,Kibale,UPL2,0.45,20.56997992,20.57344496,55.0,57.1,0.256072601,1.600453759,Celtis Durandii
UPL4,3101,Uvariopsis Congnesis,3.529,44.102,12.498,35290,441020,1830.57,19.27814834,240.919495,20048.82,2371.61,9384.72,97.63,158.65,61.02,50.85,2111.26,Kibale,UPL4,0.556,11.95218261,12.2715968,18.2,20.5,0.033006435,0.206290219,Uvariopsis Congensis
UPL4,3102,Celtis Durandii,3.456,40.79,11.803,34560,407900,820.55,42.11809152,497.1055999,3011.27,549.62,2811.94,13.55,228.36,193.53,598.0,719.92,Kibale,UPL4,0.45,16.35931701,16.3823936,32.0,34.0,0.09079224,0.5674515,Celtis Durandii
UPL4,3115,Chryssophylum Albidum,2.534,50.481,19.919,25340,504810,712.06,35.58688875,708.9430666,8365.2,2516.58,5079.98,44.87,300.43,273.12,622.32,557.94,Kibale,UPL4,0.6023,21.68791853,21.63420835,64.3,65.8,0.340049926,2.125312035,Chrysophyllum  Albidum
UPL4,3118,Monodora Angolensis,4.103,44.992,10.965,41030,449920,3416.8,12.00831187,131.6787638,23318.01,3763.15,6365.81,39.37,98.74,36.81,27.75,448.72,Kibale,UPL4,0.49,23.92367485,23.93240729,91.6,93.0,0.67929246,4.245577875,Monodora Angolensis
UPL4,3126,Banquetredendron Oblanceolatum,2.155,46.908,21.766,21550,469080,1077.15,20.00649863,435.4825233,11066.2,2092.58,28069.69,318.57,248.88,161.27,51.77,1634.64,Kibale,UPL4,0.556,13.21810082,13.85240448,21.5,25.0,0.0490875,0.306796875,Bequaetiodendron Oblanceolatum
UPL4,3135,Celtis Durandii,1.949,30.053,15.422,19490,300530,958.08,20.34276887,313.6794422,5403.43,3627.32,26487.36,387.7,397.85,288.24,83.22,3186.85,Kibale,UPL4,0.45,8.174885438,9.300256462,10.5,13.7,0.014741173,0.092132329,Celtis Durandii
UPL4,3138,Aphania Senegalensis,2.052,69.249,33.747,20520,692490,1728.19,11.87369444,400.7024691,21278.94,1800.93,5225.85,55.05,167.12,60.95,33.42,1761.61,Kibale,UPL4,0.556,16.98274474,17.36829193,34.6,38.3,0.115209541,0.720059629,Aphania Senegalensis
UPL4,3141,Uvariopsis Congnesis,3.154,66.591,21.112,31540,665910,1675.89,18.81985094,397.3470813,18837.94,2229.25,3926.88,51.38,160.08,69.17,98.81,954.55,Kibale,UPL4,0.556,9.659680677,10.53496436,13.2,16.3,0.020867293,0.130420579,Uvariopsis Congensis
UPL4,3146,Uvariopsis Congnesis,3.386,43.541,12.859,33860,435410,1193.46,28.3712902,364.8299901,9353.22,2344.56,7337.82,367.66,128.97,69.3,254.09,750.72,Kibale,UPL4,0.556,8.915322058,9.694984499,11.8,14.5,0.016513035,0.103206469,Uvariopsis Congensis
UPL4,3148,Tabernaemontana Holistii,2.532,46.298,18.289,25320,462980,1465.09,17.28221474,316.0078903,6714.33,3903.63,20628.73,238.96,605.23,205.66,13.71,1913.62,Kibale,UPL4,0.5261,8.748869202,9.934799457,11.5,15.0,0.0176715,0.110446875,Taberemonta Holistii
UPL4,3154,Chryssophylum Albidum,2.389,60.134,25.167,23890,601340,1314.82,18.1697875,457.3553794,6268.36,769.31,11112.0,51.95,191.83,149.87,11.99,243.78,Kibale,UPL4,0.6023,9.079246074,9.791531625,12.1,14.7,0.016971709,0.106073179,Chrysophyllum  Albidum
UPL4,3155,Banquetredendron Oblanceolatum,1.695,65.324,38.53,16950,653240,1236.66,13.70627335,528.2292627,16377.21,2629.65,4912.56,50.11,212.46,168.36,54.12,485.04,Kibale,UPL4,0.556,9.079246074,9.400243832,12.1,13.9,0.015174713,0.094841959,Bequaetiodendron Oblanceolatum
UPL5,3157,Lovoa Brownii,3.91,74.115,18.956,39100,741150,2103.9,18.58453349,352.2743476,22533.84,2412.42,7661.23,139.33,131.37,87.58,59.71,513.54,Kibale,UPL6,0.5104,12.88920898,13.07621936,20.6,22.7,0.040470877,0.252942979,Lovoa Brownii
UPL5,3161,Monodora Angolensis,3.038,43.464,14.305,30380,434640,1122.83,27.05663368,387.0933267,12876.77,2550.27,6058.13,49.77,181.17,115.47,437.99,258.81,Kibale,UPL5,0.49,17.7277607,17.92928643,38.0,41.0,0.13202574,0.825160875,Monodora Angolensis
UPL5,3162,Bosquecia Phaberas,3.098,45.8,14.784,30980,458000,1827.97,16.94776172,250.5511578,28265.4,5068.92,7576.7,19.76,171.93,308.29,349.79,339.9,Kibale,UPL5,0.5139,20.36570991,20.284436,53.5,55.0,0.2375835,1.484896875,Bosqueia Phoberos
UPL5,3163,Chryssophylum Albidum,2.928,49.174,16.791,29280,491740,1182.72,24.75649351,415.7704275,16823.77,2495.33,5096.92,55.1,226.31,177.11,135.79,452.62,Kibale,UPL5,0.6023,12.77697474,13.5560752,20.3,24.1,0.045616817,0.285105109,Chrysophyllum  Albidum
UPL5,3171,Funtumia Latifolia,2.049,69.992,34.155,20490,699920,963.06,21.27593296,726.7667643,18690.16,3774.97,8058.8,62.19,301.55,116.85,405.2,2548.06,Kibale,UPL5,0.424,11.27344051,11.3977803,16.6,18.3,0.026302261,0.164389129,Funtumia Latifolia
UPL5,3175,Ehretia Cymosariter,1.675,41.73,24.907,16750,417300,5127.39,3.266769253,81.38643637,26334.89,5050.06,11297.71,91.21,231.98,132.84,25.78,1048.87,Kibale,UPL5,0.5195,20.91973605,20.96281925,57.7,60.1,0.283687265,1.773045409,Ehretia Cymosariter
UPL5,3181,Celtis Durandii,5.867,43.266,7.374,58670,432660,1733.12,33.85224335,249.6422637,27160.33,1200.86,8617.05,61.63,270.8,102.72,26.15,967.41,Kibale,UPL5,0.45,9.659680677,10.39935748,13.2,16.0,0.02010624,0.125664,Celtis Durandii
UPL5,3184,Tabernaemontana Holistii,3.005,44.786,14.902,30050,447860,3051.23,9.848487331,146.780151,21153.49,3621.62,5336.72,56.65,519.61,173.85,128.93,1058.75,Kibale,UPL5,0.5261,8.40810719,8.943196723,10.9,13.0,0.01327326,0.082957875,Taberemonta Holistii
